342f73f4-d1f9-46bb-97ab-b9172302bc50|Aal|1
6f652a3c-0d96-4594-9a57-aab206ae1604|Adzuki Bohnen|3
48a68806-f77c-4484-9ca7-739eeb1c51e2|Agavendicksaft|0
a4c77e8c-471f-4acd-97f6-eed232249ecb|Ahornsirup|0
1e444328-e4ec-447b-b333-165443998d9e|Alaska-Seelachs|1
2faa846f-518c-47ea-8921-5bc875da1e7a|Algen Nori|0
7b6a4f6e-d658-4f00-9985-9dcfe74d356d|Algen Wakame|0
7b4d7f1f-18c1-4188-837f-607c88829e7b|Ananas|3
5aa75e07-30ad-4aa6-823e-fc44cb665f0b|Ananassaft|3
79070ff1-d666-496e-9ac3-a21f0867778e|Anis|0
888fadaf-245c-4e79-9b69-c748f07ca3cf|Apfel|0
0929beaa-56c0-4316-9714-92c1d4789a54|Apfel geschält|0
d18b3638-ad38-4fa7-a16e-4a51633f2544|Apfelessig|1
33a3cf6d-3ffd-410e-a7af-0806f162fe57|Apfelsaft|0
f0c08611-2f52-4be0-b075-9714bc6e7d5e|Aprikose|0
03ad9764-9a8d-4a43-a193-665c1c868170|Artischocke|0
d3fc7e90-1ac5-466a-b682-5aef7284d169|Asafötida|0
c212df8b-7733-4b3e-8bbb-2cb4ebf63e29|Aubergine|3
f4e6d635-b84d-48e8-b362-53eadf9c99c2|Auster|3
c5d6b6ce-8df8-492e-9ffd-be78f371b89a|Austernpilz|3
f0377e5a-3807-4586-812a-fdb983395ed1|Austernsauce|3
2b5477cf-55fe-46f3-ba1f-448361e3e1d3|Avocado|3
991ed990-0b88-4509-9d24-327955831054|Avocadoöl|3
26ae3cdc-8e29-4bd6-828b-aaebb35b6112|BBQ Sauce|3
98ad36b7-2aaa-4931-ba7f-c58f62d45086|Backpulver|0
460b2d4e-2b87-43dc-b885-1b01c59aecda|Bacon|3
9a894302-1c2c-43e3-a70a-12e5fbf4edc5|Bagel|0
120b6f7d-2d23-4c53-af6f-2045c959c99d|Baguette|0
010387d4-92f4-4a5b-ad26-b8d506f522f1|Balsamico|3
8bae030f-00d2-4760-bbfa-4f357e7e197a|Bambussprossen|0
d11348cd-7892-4453-a86c-ec501c529a86|Banane|3
34c2818f-d9af-4729-b69a-7fa3b19dafb8|Basilikum Thai|0
0bd7b241-9abb-45b8-9509-75e7f50c9151|Basilikum frisch|0
c6e6bd5a-d158-4018-8e08-018f52aec4ff|Basilikum getrocknet|0
140333f1-406b-409c-9594-a53e170e26a4|Basmati Reis|0
8c8a743d-59b6-4e7d-a413-0d205218d799|Bergader|3
4d36b8ae-7ed7-4ff8-bd1d-d296d180d83d|Bergkäse|3
53cfa90f-b6d1-4a12-8539-402b1a9b0e9f|Bier hell|3
3bb311d7-6e00-4be5-8c92-5e684daa161c|Birne|3
85e5a59a-0e32-4529-92cc-93bc28d87255|Blaubeere|0
85177b1a-a3da-4435-a144-6e8e0231e18b|Blauschimmelkäse|3
3e20b894-0c74-4ea2-9c5c-34e59b45c264|Blumenkohl|0
eace2968-701e-41fb-bd64-397cb403b763|Bockshornklee|0
8ffc58cd-3a90-4dff-ad23-c03802346904|Bohnendip|3
58837244-6f49-4214-8291-41703e6dea2d|Bonbons hart|0
887f4eea-4e19-4c3a-aad6-0cd30a56ebbb|Bratwurst|3
2ae2d5b3-22ba-4b10-9ecf-71a02ac803fb|Brezel|0
cc43247a-6974-4bf7-9f90-6fb5edc12dc5|Brie|3
1782560e-ac16-4c76-abef-9613765a6e04|Brokkoli|0
507f6d1c-db00-4169-96c4-863a90d3536a|Brombeere|0
177cc66c-ad09-4abb-9490-6cf73d1276a7|Brotfrucht roh|0
daad04b6-79d7-4c2c-8584-b68dbd39da32|Brunnenkresse|0
5b0d5a73-f328-4c24-8eac-ea64c3d99ebd|Brötchen|0
cbf77dc5-0be5-46fc-b8ce-15ea82b61890|Buchweizenmehl|1
b84db33f-ba24-41cb-9890-8e0b39ac4205|Bulgur trocken|0
d2083c94-fd42-461f-b0d5-0d44e653bad2|Burrata|0
f0873dbe-495a-497a-af09-2084d8050afb|Butter|0
ff9ab19a-4bda-48ea-91e8-fa54d4b41b02|Butter gesalzen|0
aff80d5f-0fec-4b1e-8e98-feb157a9936a|Butter geschlagen gesalzen|0
17a03802-ad16-4082-9bfe-c39b30d726a0|Buttermilch|1
f42f8817-2c93-4ad7-b793-e56aee27928d|Bärlauch|0
a9f4028e-3f43-4f4e-bdfe-37c81b676238|Camembert|3
2db82e0a-afe4-45ad-9eb4-b1b83837008e|Cannellini Bohnen|3
18d2ae24-89ad-45be-891c-0baad5b3fb5f|Cantaloupe|0
6af7771d-664f-4719-93f6-8fcd1f5509f2|Cashewkerne geröstet|3
2349180f-87e2-403b-b1a4-7d6085cc663b|Cashewkerne roh|3
ebfabaf4-0dcc-4bf6-9ef5-6b361061f0eb|Cashewmus|3
4cb03c5b-6099-4faf-92ea-1f4e225a1a5b|Cayennepfeffer|3
e491fb2e-296e-40c4-b982-0827b2b364d3|Champignon braun|3
2968ef0e-8fda-4173-b752-343488a28cc3|Champignon weiß|3
bc765da5-278b-4161-b51a-a630fe7b0ffc|Cheddar|3
bdb8b35c-c973-422e-a144-870a66c30338|Cherrytomate|3
0571f65c-b005-4438-8e90-2585bb8a0795|Chia Samen|0
ca2cb494-a339-4a93-8dd6-f73dd9c1416f|Chicorée|0
29be9905-a2d8-4122-bdb1-3eb1761b6d03|Chilipulver|3
9fbdcf67-39f8-45b9-9fb7-43a43a75bd35|Chinakohl|0
256a3a3e-7edc-4864-8592-a57d40973637|Chow-Mein-Nudeln (chinesisch)|0
d87a1d90-3a0c-4f84-a9c4-6374a0023368|Ciabatta|0
923773a6-7c7c-4ed6-a391-52ced5cf9fbd|Clementine|3
59f10305-5f1b-442e-9ae2-0465ce132c30|Corned Beef|3
54b43f9f-072c-4f98-a3f8-60aa9b87934c|Cornflakes|0
8aebfceb-8ae7-4e8a-80e9-db59649eefdc|Couscous trocken|0
afe97b2a-550d-49fe-aa51-5d86ab29cf49|Cranberrysaft|0
d97bd0ab-442d-44f6-9430-b0834b05f1ce|Croissant|0
02ac8e46-cef1-4e39-9097-e5220c2a5254|Crème fraîche|1
90359d25-247d-446d-8a03-7c672e84add0|Currypulver|NULL
6e9c75d8-7a95-4740-8af0-71aefb5b741a|Dattel|0
b62135d2-7814-40d9-92ac-1cfc3f19f456|Dill frisch|0
fcab2468-bb9e-42de-bac6-9d4ac59b080d|Dill getrocknet|0
d6e40410-5709-4a9c-bbbe-dad409c48bf7|Dinkelmehl|0
a77b40d0-6eca-43e4-a0d1-fc61907c41c4|Distelöl|0
2cae42d6-b14a-40f2-a854-63090627b5ae|Dorade|0
46552d7e-d90a-449d-8f6e-b273b142a6fd|Edamame|3
57fc3051-00ec-4901-b632-51391b010b6b|Edamer|3
f1c3340f-33e8-4c7c-9f21-0ea911de7f5b|Eichblattsalat|0
46dd87ab-bb63-4d5e-b508-92e1243243a6|Eiernudeln|0
08e0ce44-af0c-4fb7-b88e-49f549971861|Eigelb|0
9c76a025-1c24-400c-b943-40dd9322a52d|Eisbergsalat|0
a254193b-5749-44c4-894d-683b24feb876|Eistee|1
2eabb621-8501-4d4a-bf23-542913056bf3|Eiweiß|0
060e54b1-832d-4c32-a52e-521eda1a27f4|Emmentaler|3
bec18eba-fc77-46e9-887e-dee1cfc6bf26|Endivie|0
7148f4b6-4117-4c46-ab43-9f497aab757d|Energy Drink|NULL
4d30d3cb-2752-4f15-bf3a-8a57d714f4be|Ente Brust|0
bbe027a9-8c55-4c03-a249-0f513bda206c|Ente ganz|0
25d29a11-c4e2-473b-a745-87973948e690|Entenei|0
ffa87b5a-117e-4471-9506-2b696ee0e064|Erbsen getrocknet|1
d3d71cec-00bb-43fa-8fa6-3f4bf6f4d071|Erbsen grün|1
76def34e-8e09-4652-be60-4e4ad327e7d7|Erbsenprotein|1
8f876915-c447-4435-8176-37abce51df43|Erdbeere|3
3b8ede00-1ec1-4d9d-87e7-d1792c000352|Erdnussbutter|3
47a994d7-7999-4429-8b56-af134627a084|Erdnussöl|3
5e8b4d76-83a2-42f6-a72d-cbbc5dad345f|Erdnüsse|3
4171ca36-c6d2-4432-9a48-93bbd9405f43|Erdnüsse geröstet|3
a1655b86-6245-406f-9b41-ad164a0c0400|Espresso|1
16c78f45-5bb3-43de-87b4-6cffc61f22d8|Essig Rotwein|3
4cde35ea-9c55-4e8e-8d92-f7a78dd4bd28|Essig Weißwein|3
e20b8edf-987f-47c8-9c1d-d03afe0fe21e|Estragon frisch|0
b0563162-77a7-427b-bfdb-e264f8f68678|Estragon getrocknet|0
182c420e-0242-4e95-9720-04aefa61f713|Evaporated Milk|0
1f2d115c-5c51-400b-95b8-b04fcb5f8970|Farfalle|0
